
--- University-wide SDG Coverage (Gemini-2.5-flash) ---
Total courses analyzed: 2856
Courses related to at least one SDG (score > 9.0): 1609 (56.34%)

Courses related to each SDG (University-wide, absolute count):
1. No Poverty: 18 courses
2. Zero Hunger: 2 courses
3. Good Health and Well-being: 97 courses
4. Quality Education: 486 courses
5. Gender Equality: 42 courses
6. Clean Water and Sanitation: 1 courses
7. Affordable and Clean Energy: 12 courses
8. Decent Work and Economic Growth: 163 courses
9. Industry, Innovation and Infrastructure: 272 courses
10. Reduced Inequalities: 165 courses
11. Sustainable Cities and Communities: 95 courses
12. Responsible Consumption and Production: 60 courses
13. Climate Action: 54 courses
14. Life Below Water: 6 courses
15. Life on Land: 31 courses
16. Peace, Justice and Strong Institutions: 588 courses
17. Partnerships for the Goals: 135 courses

--- Course SDG Density Analysis (Gemini-2.5-pro) ---

--- Top 10 Courses for SDG: No Poverty (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
| 10   | 208783001 | 貧窮經濟學專題     | 經濟二甲經濟二乙經濟三甲經濟三乙經濟四甲經濟四乙                                                                        | 10.00 | The course is fundamentally titled 'Topics in Poverty Economics' and explicitly aims to understand poverty's causes/consequences and propose innovative solutions, directly aligning with all targets of SDG 1. | 科目名稱：貧窮經濟學專題, Course Name: Topics in Poverty Economics, 了解貧窮的成因和後果。, 針對社區中貧窮議題提出創新的解方。 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=208783&gop=00&s=1.html) |

--- Top 10 Courses for SDG: Zero Hunger (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
|------|-----------|-------------|------------|-------|-----------|----------|------------|
| 1    | ZU1865001 | 氣候變遷下的全球食物體系 | 創國學三創國學四                                                                                            | 10.00 | The course is explicitly and fundamentally centered on the 'Global Food System,' its stability, and the implementation of 'resilient agricultural practices' and 'sustainable food production systems' in the face of climate change, directly addressing Targets 2.1 and 2.4. | Climate Change and Global Food System, threaten the stability of food production, ensure sustainable food production systems and implement resilient agricultural practices | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=ZU1865&gop=00&s=1.html) |
| 2    | 267003001 | 土地經濟學       | 原碩專一原碩專二原碩專三原碩專四                                                                                  | 10.00 | Extensive course content on agricultural land use, sustainable food systems, organic agriculture, and resilience for indigenous peoples directly addresses Targets 2.3 and 2.4. | 解釋農地利用政策之經濟分析, 如何使農業，糧食系統和原鄉地區更具韌性，可持續和公平?, 有機農業多功能性 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=267003&gop=00&s=1.html) |
| 3    | 405901001 | 進階紀實採寫      | 傳院二甲傳院二乙傳院二丙傳院二丁                                                                                  | 9.00 | Week 6 explicitly covers 'SDG2 消除飢餓' and includes discussions on '從農場到餐桌', demonstrating a direct and in-depth focus. | 認識議題 SDG2 消除飢餓, 從農場到餐桌 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=405901&gop=00&s=1.html) |
| 4    | 044110001 | 國際永續發展專題    | 國發所        | 9.00 | Week 5 is dedicated to 'Food & Agriculture,' with readings explicitly addressing 'food security and undernutrition' (Target 2.1) and 'agroecology' (Target 2.4). | Food & Agriculture, potential impacts on food security and undernutrition, Food sovereignty and agroecology | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=044110&gop=00&s=1.html) |
| 5    | 207092001 | 遙感探測        | 地三土測                                                                                                 | 8.50 | Remote sensing is a core tool for monitoring agricultural productivity, land quality, and climate impacts on food systems, directly supporting Target 2.4 and the course's 'Earth Observation Systems'. | Earth Observation Systems, observe the global ground surface, SDGs investigations | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=207092&gop=00&s=1.html) |
| 6    | 090119001 | 三貓生態食農傳播實踐  | 教務處通識教育中心  | 8.50 | The course explicitly covers '食農教育法', '珍惜食物減少浪費', '深化飲食連結農業', and '友善環境耕作', directly aligning with sustainable food systems and reducing hunger (Targets 2.1, 2.3, 2.4). Both models agreed on this score. | 地產地消永續農業, 友善環境耕作, 食農教育法 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=090119&gop=00&s=1.html) |
| 7    | 044112001 | 園藝與生活       | 創國學院       | 8.50 | The course extensively covers '果樹', '蔬菜', '作物栽培方法', '園產品採後保鮮及加工', directly supporting food production, security, and reducing post-harvest losses (Targets 2.1, 2.3, 2.4). | 果樹, 蔬菜, 園產品採後保鮮及加工 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=044112&gop=00&s=1.html) |
| 8    | 601681001 | 國際貿易法                                                   | 法律二甲法律二乙法律二丙法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙                                                         | 8.50 | The course explicitly covers '農業' (agriculture) and '食品進口管制' (food import control), directly relating to WTO rules on agricultural trade and food markets (Targets 2.b, 2.c). | 農業, 食品進口管制 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=601681&gop=00&s=1.html) |
| 9    | 267005001 | 民族地理與文化生態   | 原碩專一原碩專二原碩專三原碩專四                                                                                  | 8.50 | Dedicated units on hunting, ethnobotany, and ecological agriculture directly align with Targets 2.3, 2.4, and 2.5, emphasizing sustainable food practices and indigenous food systems. | 從狩獵、採集、農作等角度切入認識人地關係, 民族植物學, 生態農業 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=267005&gop=00&s=1.html) |
| 10   | 045025001 | 動物權：理論與實踐   | 歐文學系       | 8.00 | The course explicitly uses 'Bad Agriculture' and the film 'Eating Our Way to Extinction,' directly critiquing food systems and promoting sustainable production, aligning with Target 2.4. | 《壞農業》, Eating Our Way to Extinction | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=045025&gop=00&s=1.html) |

--- Top 10 Courses for SDG: Good Health and Well-being (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
|------|-----------|-------------|------------|-------|-----------|----------|------------|
| 1    | 752616001 | 臨床心理學兼職實習（二） | 心理碩二                                                                                                 | 10.00 | The course is a clinical psychology practicum in a medical institution, directly training professionals to promote mental health and well-being, aligning perfectly with Target 3.4. | 臨床心理學兼職實習, Practicum of Clinical Psychology, 醫療院所 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=752616&gop=00&s=1.html) |
| 2    | 090106001 | 健康與生活       | 教務處通識教育中心  | 10.00 | The course is entirely focused on health, covering mental health, disease prevention (cancer), substance abuse, and health literacy, directly addressing multiple targets of SDG 3. | 菸酒毒癮防治, 心理健康, 癌症防治 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=090106&gop=00&s=1.html) |
| 3    | 264924001 | 精神社會工作                                                 | 社工碩一社工博一社工碩二社工博二                                                                                  | 10.00 | The course 'Psychiatric Social Work' is entirely focused on mental health, directly addressing Target 3.4 (promote mental health and well-being) through its core topics and objectives. | Course Name: Psychiatric Social Work, 精神疾病之界定與分類, 社區精神復健 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=264924&gop=00&s=1.html) |
| 4    | 752870001 | 健康心理學                                                   | 心理碩一                                                                                                 | 10.00 | The course 'Health Psychology' is fundamentally about health promotion, disease prevention/treatment, and well-being, directly aligning with Target 3.4 and other health targets. Both models converged to this high score. | N/A      | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=752870&gop=00&s=1.html) |
| 5    | 172888001 | 諮商與心理治療實務   | 輔諮碩一                                                                                                 | 10.00 | The course is entirely dedicated to counseling and psychotherapy, directly promoting mental health and well-being (Target 3.4). It covers therapeutic relationships, crisis management, and self-care for practitioners, making its contribution fundamental. | 諮商與心理治療實務, Practicum in Counseling and Psychotherapy, 關於重大議題和危機處理之觀念 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=172888&gop=00&s=1.html) |
| 6    | 172898001 | 青少年偏差行為輔導   | 輔諮碩一                                                                                                 | 10.00 | The course's core focus is adolescent mental health, covering extensive topics like anxiety, mood disorders, suicide, self-injury, and substance abuse, directly aligning with Targets 3.4 and 3.5. | Adolescent Mental Health, Suicide and Self injury, Substance Misuse and Abuse | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=172898&gop=00&s=1.html) |
| 7    | 043021001 | 探索遺傳特性      | 神科所        | 10.00 | The course's core content is the profound link between genetics, human diseases (e.g., cancer, neurological), and their treatment, directly addressing SDG 3's focus on health and well-being (Targets 3.4, 3.b). | 人類許多疾病也已被發現與遺傳基因有關, 疾病以及健康之間的關聯性, 基因引起的疾病 -- 癌症（I） | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=043021&gop=00&s=1.html) |
| 8    | 702759001 | 生命科學概論                                                 | 心理二                                                                                                  | 10.00 | The course's core content on human biology, disease prevention/treatment, immune systems, aging, and cancers directly and explicitly aligns with multiple targets under this goal, warranting the highest score. | 疾病的預防與治療, Immune systems, Aging and cancers | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=702759&gop=00&s=1.html) |
| 9    | 002312001 | 體育[男]—男體適能                                           | 體育         | 10.00 | The course's core focus on physical fitness, injury prevention, and improving overall health and quality of life directly aligns with SDG 3, particularly Target 3.4. | 維持較優良健康適能提升生活品質, 建立良好的心肺適能, 運動傷害的預防與保健 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=002312&gop=00&s=1.html) |
| 10   | 043042001 | 醫病風險數據與醫療（照護）管理 | 神科所        | 10.00 | The course is centrally focused on medical risk data and management, specifically diabetes, directly addressing prevention and treatment of non-communicable diseases (Target 3.4) and promoting health care. | 糖尿病的流行病學，診斷與治療, 早期診斷早期治療, 促進健康照護 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=043042&gop=00&s=1.html) |

--- Top 10 Courses for SDG: Quality Education (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
|------|-----------|-------------|------------|-------|-----------|----------|------------|
| 1    | 010107052 | 日文寫作                                                     | 日文系        | 10.00 | The course is a required tertiary education component (4.3), develops language skills for work (4.4), and fosters cultural understanding (4.7), directly aligning with multiple targets of Quality Education. | Type of Credit: Required, 培養學生具備日語聽、說、讀、寫、譯等五項在生活、工作所需之語言能力, 培養學生具備人文素養，知曉日本社會與歷史文化 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=010107&gop=05&s=2.html) |
| 2    | 507028002 | 高級韓國語                                                   | 韓文三                                                                                                  | 10.00 | The course is tertiary education (4.3), aims to provide skills for workplace application (4.4), and covers 'Language and culture' (4.7), promoting cultural diversity appreciation. | 高級韓國語乃韓文系三年級的閱讀課, 對未來在職場上之應用有其幫助, 언어와 문화 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=507028&gop=00&s=2.html) |
| 3    | 102007001 | 教育社會學                                                   | 教育一                                                                                                  | 10.00 | As an 'Educational Sociology' course, it directly addresses quality, equity, and access in education, focusing on theories, practical applications, and supporting vulnerable groups in remote areas. | Course Name: Educational Sociology, 教育公平與社會正義, 偏遠地區學校線上陪伴教學 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=102007&gop=00&s=1.html) |
| 4    | 070392001 | 華語教學實習      | 華文碩程       | 10.00 | The course is a 'Chinese Language Teaching Practicum' providing 'complete training' and 'professional knowledge and teaching ability,' directly aligning with SDG 4.c (qualified teachers) and 4.4 (relevant skills for employment). | N/A      | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=070392&gop=00&s=1.html) |
| 5    | 080003001 | 知識與實踐匯流：政大傑出研究學者講座 | 校選修        | 10.00 | The course is a form of tertiary education (Target 4.3) designed to foster research interest and interdisciplinary understanding (Target 4.7). A lecture explicitly covers '高等教育品質保証' (Quality Assurance in Higher Education). | 增進跨領域的相互瞭解，厚植學生展開跨領域研究的潛能, 高等教育品質保証全球發展與挑戰－亞洲經驗, 培養學生對「研究」的興趣 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=080003&gop=00&s=1.html) |
| 6    | 102793001 | 雙語教學實習      | 教育三教育四                                                                                              | 10.00 | The course is a 'Bilingual Teaching Practice' designed to 'train students' and develop 'practical teaching experiences and skills,' directly aligning with SDG 4.c to increase the supply of qualified teachers. | 雙語教學實習, Bilimgual Teaching Practice, 具備教學實務經驗與技能 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=102793&gop=00&s=1.html) |
| 7    | 032002881 | 大學英文（二）                                               | 外文中        | 10.00 | The course is tertiary education (Target 4.3) and explicitly aims to improve English proficiency, critical engagement, and understanding of cross-cultural communication and globalization, directly aligning with Target 4.7 on global citizenship and cultural diversity. | College English II, improve their English language proficiency, issues related to cross-cultural communication | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=032002&gop=88&s=1.html) |
| 8    | 911933001 | 數位教育科技管理研究  | 學行碩一                                                                                                 | 10.00 | The course is fundamentally about 'Digital Learning and Education Technology Management', aiming to 'promote education quality' and includes 'sustainable development education' (Target 4.7). Model B's original reasoning is comprehensive. | 促進我國教育品質 (promote our country's education quality), Digital Learning and Education Technology Management, 永續發展教育 (sustainable development education) | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=911933&gop=00&s=1.html) |
| 9    | 152557001 | 全球高教學術競爭及品質與績效評估 | 教育碩一教育博一教育碩二教育博二                                                                                  | 10.00 | The course is fundamentally about 'quality and accountability assessment in higher education', 'world class university building', and 'research capacity building', directly aligning with Target 4.3 (tertiary education) and 4.c (qualified teachers, international cooperation). | quality and accountability assessment in higher education, quality assessment and university governance, world class university building | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=152557&gop=00&s=1.html) |
| 10   | 300785001 | 服務學習專業課程－指南服務團－社會服務與學習（一） | 商院學士                                                                                                 | 10.00 | The course's core mission is providing direct educational services like tutoring and English camps to disadvantaged children in remote areas, fully aligning with SDG 4. | 協助偏鄉學童學習的教育志工, 弱勢兒童課業輔導, 國小英語育樂營 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=300785&gop=00&s=1.html) |

--- Top 10 Courses for SDG: Gender Equality (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
|------|-----------|-------------|------------|-------|-----------|----------|------------|
| 1    | 926820001 | 性別、工作與照顧專題  | 亞太碩一亞太碩二                                                                                            | 10.00 | The course is fundamentally centered on 'Gender, Work and Care,' explicitly addressing gender equality policies, the definition of paid/unpaid care (Target 5.4), and the intersection of gender with labor market practices. | N/A      | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=926820&gop=00&s=1.html) |
| 2    | 103027001 | 近代中國婦女史                                               | 歷史二                                                                                                  | 10.00 | The course is fundamentally about women's history, explicitly covering discrimination (Target 5.1), harmful practices like foot-binding (Target 5.3), women's rights discourse, and political participation movements (Target 5.5). | 近代中國婦女史, 女權論述, 婦女參政運動 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=103027&gop=00&s=1.html) |
| 3    | 109889001 | 性別教育                                                     | 師資培二師資培三                                                                                            | 10.00 | The course is titled 'Gender Education' and explicitly focuses on gender issues, diversity, self-awareness, misogyny, and female empowerment, directly addressing multiple targets under Goal 5, including ending discrimination (5.1) and strengthening policies (5.c). | N/A      | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=109889&gop=00&s=1.html) |
| 4    | 158707001 | 宗教與性別專題：台灣的女神與女人 | 台史碩一台史博一台史碩二台史博二                                                                                  | 10.00 | The course's central theme is '宗教與性別專題' (Religion and Gender), explicitly exploring '父權結構' and '性別意涵', directly addressing discrimination and women's roles (Targets 5.1, 5.5, 5.c). | N/A      | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=158707&gop=00&s=1.html) |
| 5    | 202807001 | 全球議題：對外援助與發展 | 政治三政治四                                                                                              | 10.00 | Explicitly listed as 'goal 5 gender equality' and directly supported by a dedicated core reading, 'Development Finance for Gender Equality 2024.' | goal 5 gender equality, Development Finance for Gender Equality 2024 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=202807&gop=00&s=1.html) |
| 6    | 258931001 | 勞動經濟學（二）                                             | 經濟碩一經濟博一經濟碩二經濟博二                                                                                  | 10.00 | The course explicitly dedicates a major section to 'Male and Female Wage Differentials,' directly addressing economic discrimination and equal opportunities, which are central to SDG 5. | 男女工資性別差異, theory of male and female wage differentials, How the Human Capital Model Explains Why the Gender Wage Gap Narrowed | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=258931&gop=00&s=1.html) |
| 7    | ZM1895001 | 女性電影與媒體文化   | 全創碩一全創碩二                                                                                            | 10.00 | The course title 'Women's Cinema and Media Culture' and explicit topics like 'Women in Asian Cinema' and 'Gender Politics' make gender equality a core and central theme, directly addressing Targets 5.1, 5.5, and 5.c. | 女性電影與媒體文化 (Women's Cinema and Media Culture), Women in Asian Cinema, Gender Politics | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=ZM1895&gop=00&s=1.html) |
| 8    | 403088001 | 影視製片與發行     | 廣電三                                                                                                  | 10.00 | The course explicitly focuses on 'women's issues films' and 'gender equality issues films,' directly promoting awareness and analysis of gender equality, strongly aligning with Target 5.c. | 女性議題電影 (women's issues films), 性別平權議題電影 (gender equality issues films), 分析女性及性別平權議題電影現況 (analyze the current situation of films on women and gender equality issues) | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=403088&gop=00&s=1.html) |
| 9    | 400890001 | 非主流群體的媒體再現  | 傳播院學                                                                                                 | 10.00 | The course extensively covers gender issues, including 'Taiwan’s Sexism & LGBTQIA+ Rights,' 'Transsexuality,' and 'Gender War,' directly addressing discrimination and promoting equality for women, girls, and the LGBTQIA+ community (Target 5.1). | LGBTQIA+ community, Gender I: Taiwan’s Sexism & LGBTQIA+ Rights, Gender II: Transsexuality | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=400890&gop=00&s=1.html) |
| 10   | 509026002 | 西班牙文化概論                                               | 歐文西二                                                                                                 | 10.00 | The course explicitly dedicates two weeks to 'La situación de la mujer española', demonstrating a strong and direct focus on women's issues, aligning with Target 5.1. | La situación de la mujer española I, La situación de la mujer española II | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=509026&gop=00&s=2.html) |

--- Top 10 Courses for SDG: Clean Water and Sanitation (Gemini-2.5-pro) ---
| Rank | Course ID | Course Name | Department | Score | Reasoning | Evidence | Course URL |
|------|-----------|-------------|------------|-------|-----------|----------|------------|
| 1    | 158850001 | 臺灣環境史       | 台史碩一台史博一台史碩二台史博二                                                                                  | 9.50 | The course has a strong focus on water systems, including '水文與環境變遷' (hydrology and environmental change), '水庫與環境' (reservoirs and environment), and '工業與環境污染' (industrial pollution), directly addressing Targets 6.3, 6.5, and 6.6. | 水文與環境變遷：濁水溪、瑠公圳的歷史, 水庫與環境, 工業與環境污染 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=158850&gop=00&s=1.html) |
| 2    | 405901001 | 進階紀實採寫      | 傳院二甲傳院二乙傳院二丙傳院二丁                                                                                  | 9.00 | Week 10 explicitly covers '認識議題 SDG6 水資源衛生與永續管理', demonstrating a direct and significant focus on this SDG. | 認識議題 SDG6 水資源衛生與永續管理 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=405901&gop=00&s=1.html) |
| 3    | 044110001 | 國際永續發展專題    | 國發所        | 9.00 | Week 7 is dedicated to 'Water,' with readings on 'Water insecurity' and 'defending water rights,' directly addressing access to water and community management (Targets 6.1, 6.b). | Week 7 Water, Water insecurity, housing tenure, and the role of informal water services, defending water rights in Aotearoa/New Zealand | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=044110&gop=00&s=1.html) |
| 4    | 207092001 | 遙感探測        | 地三土測                                                                                                 | 9.00 | Remote sensing is a fundamental tool for monitoring water quality, water-related ecosystems, and water scarcity, directly supporting Targets 6.3, 6.4, and 6.6, aligning with 'environmental issues'. | Earth Observation Systems, handling real-world environmental issues, SDGs investigations | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=207092&gop=00&s=1.html) |
| 5    | 261876001 | 環境治理專題      | 國發碩一國發博一國發碩二國發博二                                                                                  | 8.80 | Model B's original score is highly accurate due to a dedicated 'Water' topic, readings on hydropower, dam projects, and hydrosocial governance, explicitly linking to multiple targets under SDG 6. Model A correctly revised to this score. | Class Topic:Water, Socioeconomic Vulnerability in China’s Hydropower Development, Agricultural Hydrosocial Governance in Semi-arid Northwest China | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=261876&gop=00&s=1.html) |
| 6    | 601364001 | 土地、環境與法律    | 法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙                                                                        | 8.50 | The course on EIA law directly addresses improving water quality (Target 6.3) and protecting water-related ecosystems (Target 6.6) by regulating land development activities and environmental protection. | 土地開發行為, 環境保護, 環評法 | [Link](https://newdoc.nccu.edu.tw/teaschm/1132/schmPrv.jsp-yy=113&smt=2&num=601364&gop=00&s=1.html) |
